table,domain,component,comment,path,field_count,fields,primary_keys,foreign_keys,unique_keys,indexes
reportbuilder_user_filter,用户与身份,core,Defines user report filter,public/lib/db/install.xml,7,id;reportid;filterdata;usercreated;usermodified;timecreated;timemodified,id,reportid->reportbuilder_report.id;usercreated->user.id;usermodified->user.id,,"U:reportid, usercreated"
sessions,用户与身份,core,Database based session storage - now recommended,public/lib/db/install.xml,9,id;state;sid;userid;sessdata;timecreated;timemodified;firstip;lastip,id,userid->user.id,,I:state;U:sid;I:timecreated;I:timemodified
stats_user_daily,用户与身份,core,To accumulate daily stats per course/user,public/lib/db/install.xml,8,id;courseid;userid;roleid;timeend;statsreads;statswrites;stattype,id,,,I:courseid;I:userid;I:roleid;I:timeend
stats_user_monthly,用户与身份,core,To accumulate monthly stats per course/user,public/lib/db/install.xml,8,id;courseid;userid;roleid;timeend;statsreads;statswrites;stattype,id,,,I:courseid;I:userid;I:roleid;I:timeend
stats_user_weekly,用户与身份,core,To accumulate weekly stats per course/user,public/lib/db/install.xml,8,id;courseid;userid;roleid;timeend;statsreads;statswrites;stattype,id,,,I:courseid;I:userid;I:roleid;I:timeend
tool_mfa,用户与身份,tool_mfa,Table to store factor configurations for users,public/admin/tool/mfa/db/install.xml,11,id;userid;factor;secret;label;timecreated;createdfromip;timemodified;lastverified;revoked;lockcounter,id,,,"I:userid;I:factor;I:userid, factor, lockcounter"
tool_mfa_auth,用户与身份,tool_mfa,Stores the last time a successful MFA auth was registered for a userid,public/admin/tool/mfa/db/install.xml,3,id;userid;lastverified,id,userid->user.id,,
tool_mfa_secrets,用户与身份,tool_mfa,Table to store factor secrets,public/admin/tool/mfa/db/install.xml,8,id;userid;factor;secret;timecreated;expiry;revoked;sessionid,id,userid->user.id,,I:factor;I:expiry
tool_usertours_steps,用户与身份,tool_usertours,Steps in an tour,public/admin/tool/usertours/db/install.xml,9,id;tourid;title;content;contentformat;targettype;targetvalue;sortorder;configdata,id,tourid->tool_usertours_tours.id,,"I:tourid, sortorder"
tool_usertours_tours,用户与身份,tool_usertours,List of tours,public/admin/tool/usertours/db/install.xml,9,id;name;description;pathmatch;enabled;sortorder;endtourlabel;configdata;displaystepnumbers,id,,,
user,用户与身份,core,One record for each person,public/lib/db/install.xml,47,id;auth;confirmed;policyagreed;deleted;suspended;mnethostid;username;password;idnumber;firstname;lastname;email;emailstop;phone1;phone2;institution;department;address;city;country;lang;calendartype;theme;timezone;firstaccess;lastaccess;lastlogin;currentlogin;lastip;secret;picture;description;descriptionformat;mailformat;maildigest;maildisplay;autosubscribe;trackforums;timecreated;timemodified;trustbitmask;imagealt;lastnamephonetic;firstnamephonetic;middlename;alternatename,id,,,"U:mnethostid, username;I:deleted;I:confirmed;I:firstname;I:lastname;I:city;I:country;I:lastaccess;I:email;I:auth;I:idnumber;I:firstnamephonetic;I:lastnamephonetic;I:middlename;I:alternatename"
user_devices,用户与身份,core,This table stores user's mobile devices information in order to send PUSH notifications,public/lib/db/install.xml,12,id;userid;appid;name;model;platform;version;pushid;uuid;publickey;timecreated;timemodified,id,userid->user.id,"pushid, userid","I:uuid, userid"
user_enrolments,用户与身份,core,"Users participating in courses (aka enrolled users) - everybody who is participating/visible in course, that means both teachers and students",public/lib/db/install.xml,9,id;status;enrolid;userid;timestart;timeend;modifierid;timecreated;timemodified,id,enrolid->enrol.id;userid->user.id;modifierid->user.id,,"U:enrolid, userid"
user_info_category,用户与身份,core,Customisable fields categories,public/lib/db/install.xml,3,id;name;sortorder,id,,,
user_info_data,用户与身份,core,Data for the customisable user fields,public/lib/db/install.xml,5,id;userid;fieldid;data;dataformat,id,,,"U:userid, fieldid"
user_info_field,用户与身份,core,Customisable user profile fields,public/lib/db/install.xml,20,id;shortname;name;datatype;description;descriptionformat;categoryid;sortorder;required;locked;visible;forceunique;signup;defaultdata;defaultdataformat;param1;param2;param3;param4;param5,id,,,
user_lastaccess,用户与身份,core,"To keep track of course page access times, used in online participants block, and participants list",public/lib/db/install.xml,4,id;userid;courseid;timeaccess,id,,,"U:userid, courseid;I:userid;I:courseid"
user_password_history,用户与身份,core,A rotating log of hashes of previously used passwords for each user.,public/lib/db/install.xml,4,id;userid;hash;timecreated,id,userid->user.id,,
user_password_resets,用户与身份,core,table tracking password reset confirmation tokens,public/lib/db/install.xml,5,id;userid;timerequested;timererequested;token,id,userid->user.id,,
user_preferences,用户与身份,core,Allows modules to store arbitrary user preferences,public/lib/db/install.xml,4,id;userid;name;value,id,,,"U:userid, name;I:name"
user_private_key,用户与身份,core,"access keys used in cookieless scripts - rss, etc.",public/lib/db/install.xml,8,id;script;value;userid;instance;iprestriction;validuntil;timecreated,id,userid->user.id,,"I:script, value"
adminpresets,站点配置与升级,core,Table to store presets data,public/lib/db/install.xml,11,id;userid;name;comments;site;author;moodleversion;moodlerelease;iscore;timecreated;timeimported,id,,,
adminpresets_app,站点配置与升级,core,Applied presets,public/lib/db/install.xml,4,id;adminpresetid;userid;time,id,,,I:adminpresetid
adminpresets_app_it,站点配置与升级,core,Admin presets applied items. To maintain the relation with config_log,public/lib/db/install.xml,3,id;adminpresetapplyid;configlogid,id,,,I:configlogid;I:adminpresetapplyid
adminpresets_app_it_a,站点配置与升级,core,Attributes of the applied items,public/lib/db/install.xml,4,id;adminpresetapplyid;configlogid;itemname,id,,,I:configlogid;I:adminpresetapplyid
adminpresets_app_plug,站点配置与升级,core,Admin presets plugins applied,public/lib/db/install.xml,6,id;adminpresetapplyid;plugin;name;value;oldvalue,id,,,I:adminpresetapplyid
adminpresets_it,站点配置与升级,core,Table to store settings,public/lib/db/install.xml,5,id;adminpresetid;plugin;name;value,id,,,I:adminpresetid
adminpresets_it_a,站点配置与升级,core,Admin presets items attributes. For settings with attributes (extra values like 'advanced'),public/lib/db/install.xml,4,id;itemid;name;value,id,,,I:itemid
adminpresets_plug,站点配置与升级,core,"Admin presets plugins status, to store information about whether they are enabled or not",public/lib/db/install.xml,5,id;adminpresetid;plugin;name;enabled,id,,,I:adminpresetid
assign_plugin_config,站点配置与升级,mod_assign,Config data for an instance of a plugin in an assignment.,public/mod/assign/db/install.xml,6,id;assignment;plugin;subtype;name;value,id,assignment->assign.id,,I:plugin;I:subtype;I:name
block,站点配置与升级,core,contains all installed blocks,public/lib/db/install.xml,5,id;name;cron;lastcron;visible,id,,,U:name
block_instances,站点配置与升级,core,"This table stores block instances. The type of block this is is given by the blockname column. The places this block instance appears is controlled by the parentcontexid, showinsubcontexts, pagetypepattern and subpagepattern fields. Where the block appears on the page (by default) is controlled by the defaultposition and defaultweight columns. The block's own configuration is stored serialized in configdata.",public/lib/db/install.xml,12,id;blockname;parentcontextid;showinsubcontexts;requiredbytheme;pagetypepattern;subpagepattern;defaultregion;defaultweight;configdata;timecreated;timemodified,id,parentcontextid->context.id,,"I:parentcontextid, showinsubcontexts, pagetypepattern, subpagepattern;I:timemodified;I:blockname"
block_positions,站点配置与升级,core,Stores the position of a sticky block_instance on a another page than the one where it was added.,public/lib/db/install.xml,8,id;blockinstanceid;contextid;pagetype;subpage;visible;region;weight,id,blockinstanceid->block_instances.id;contextid->context.id,,"U:blockinstanceid, contextid, pagetype, subpage"
block_recent_activity,站点配置与升级,block_recent_activity,Recent activity block,public/blocks/recent_activity/db/install.xml,7,id;courseid;cmid;timecreated;userid;action;modname,id,,,"I:courseid, timecreated"
block_recentlyaccesseditems,站点配置与升级,block_recentlyaccesseditems,Most recently accessed items accessed by a user,public/blocks/recentlyaccesseditems/db/install.xml,5,id;courseid;cmid;userid;timeaccess,id,userid->user.id;courseid->course.id;cmid->course_modules.id,,"U:userid, courseid, cmid"
block_rss_client,站点配置与升级,block_rss_client,"Remote news feed information. Contains the news feed id, the userid of the user who added the feed, the title of the feed itself and a description of the feed contents along with the url used to access the remote feed. Preferredtitle is a field for future use - intended to allow for custom titles rather than those found in the feed",public/blocks/rss_client/db/install.xml,9,id;userid;title;preferredtitle;description;shared;url;skiptime;skipuntil,id,,,
cache_filters,站点配置与升级,core,For keeping information about cached data,public/lib/db/install.xml,6,id;filter;version;md5key;rawtext;timemodified,id,,,"I:filter, md5key"
cache_flags,站点配置与升级,core,Cache of time-sensitive flags,public/lib/db/install.xml,6,id;flagtype;name;timemodified;value;expiry,id,,,I:flagtype;I:name
config,站点配置与升级,core,Moodle configuration variables,public/lib/db/install.xml,3,id;name;value,id,,name,
config_log,站点配置与升级,core,Changes done in server configuration through admin UI,public/lib/db/install.xml,7,id;userid;timemodified;plugin;name;value;oldvalue,id,userid->user.id,,I:timemodified
config_plugins,站点配置与升级,core,Moodle modules and plugins configuration variables,public/lib/db/install.xml,4,id;plugin;name;value,id,,"plugin, name",
events_queue,站点配置与升级,core,"This table is for storing queued events. It stores only one copy of the eventdata here, and entries from this table are being references by the event_queue_handlers table.",public/lib/db/install.xml,5,id;eventdata;stackdump;userid;timecreated,id,userid->user.id,,
events_queue_handlers,站点配置与升级,core,"This is the list of queued handlers for processing. The event object is retrieved from the events_queue table. When no further reference is made to the event_queues table, the corresponding entry in the events_queue table should be deleted. Entry should get deleted after a successful event processing by the specified handler.",public/lib/db/install.xml,6,id;queuedeventid;handlerid;status;errormessage;timemodified,id,queuedeventid->events_queue.id;handlerid->events_handlers.id,,
filter_config,站点配置与升级,core,Stores per-context configuration settings for filters which have them.,public/lib/db/install.xml,5,id;filter;contextid;name;value,id,contextid->context.id,,"U:contextid, filter, name"
h5p_libraries_cachedassets,站点配置与升级,core,H5P cached library assets,public/lib/db/install.xml,3,id;libraryid;hash,id,libraryid->h5p_libraries.id,,
license,站点配置与升级,core,store licenses used by moodle,public/lib/db/install.xml,8,id;shortname;fullname;source;enabled;version;custom;sortorder,id,,,
lock_db,站点配置与升级,core,Stores active and inactive lock types for db locking method.,public/lib/db/install.xml,4,id;resourcekey;expires;owner,id,,,U:resourcekey;I:expires;I:owner
lti_types_config,站点配置与升级,mod_lti,Basic LTI types configuration,public/mod/lti/db/install.xml,4,id;typeid;name;value,id,,,I:typeid
message_users_blocked,站点配置与升级,core,Maintains lists of blocked users,public/lib/db/install.xml,4,id;userid;blockeduserid;timecreated,id,userid->user.id;blockeduserid->user.id,,"U:userid, blockeduserid"
portfolio_instance_config,站点配置与升级,core,config for portfolio plugin instances,public/lib/db/install.xml,4,id;instance;name;value,id,instance->portfolio_instance.id,,I:name
repository_instance_config,站点配置与升级,core,The config for intances,public/lib/db/install.xml,4,id;instanceid;name;value,id,,,
task_adhoc,站点配置与升级,core,List of adhoc tasks waiting to run.,public/lib/db/install.xml,13,id;component;classname;nextruntime;faildelay;customdata;userid;timecreated;timestarted;hostname;pid;attemptsavailable;firststartingtime,id,userid->user.id,,"I:nextruntime;I:timestarted;I:nextruntime, classname"
task_log,站点配置与升级,core,The log table for all tasks,public/lib/db/install.xml,13,id;type;component;classname;userid;timestart;timeend;dbreads;dbwrites;result;output;hostname;pid,id,userid->user.id,,I:classname;I:timestart
task_scheduled,站点配置与升级,core,List of scheduled tasks to be run by cron.,public/lib/db/install.xml,16,id;component;classname;lastruntime;nextruntime;minute;hour;day;month;dayofweek;faildelay;customised;disabled;timestarted;hostname;pid,id,,,"U:classname;I:lastruntime, nextruntime"
tool_brickfield_cache_acts,站点配置与升级,tool_brickfield,Contains accessibility summary information per activity.,public/admin/tool/brickfield/db/install.xml,8,id;courseid;status;component;totalactivities;failedactivities;passedactivities;errorcount,id,courseid->course.id,,I:status
tool_brickfield_cache_check,站点配置与升级,tool_brickfield,Contains accessibility summary information per check.,public/admin/tool/brickfield/db/install.xml,6,id;courseid;status;checkid;checkcount;errorcount,id,courseid->course.id,,I:status;I:errorcount
upgrade_log,站点配置与升级,core,Upgrade logging,public/lib/db/install.xml,10,id;type;plugin;version;targetversion;info;details;backtrace;userid;timemodified,id,userid->user.id,,"I:timemodified;I:type, timemodified"
wiki_locks,站点配置与升级,mod_wiki,Manages page locks,public/mod/wiki/db/install.xml,5,id;pageid;sectionname;userid;lockedat,id,,,
workshopform_rubric_config,站点配置与升级,workshopform_rubric,Configuration table for the Rubric grading strategy,public/mod/workshop/form/rubric/db/install.xml,3,id;workshopid;layout,id,,workshopid,
analytics_used_files,课程与分类,core,Files that have already been used for training and prediction.,public/lib/db/install.xml,5,id;modelid;fileid;action;time,id,modelid->analytics_models.id;fileid->files.id,,"I:modelid, action, fileid"
backup_courses,课程与分类,core,To store every course backup status,public/lib/db/install.xml,6,id;courseid;laststarttime;lastendtime;laststatus;nextstarttime,id,,courseid,
competency_coursecomp,课程与分类,core,Link a competency to a course.,public/lib/db/install.xml,8,id;courseid;competencyid;ruleoutcome;timecreated;timemodified;usermodified;sortorder,id,courseid->course.id;competencyid->competency.id;usermodified->user.id,,"I:courseid, ruleoutcome;U:courseid, competencyid"
competency_coursecompsetting,课程与分类,core,This table contains the course specific settings for competencies.,public/lib/db/install.xml,6,id;courseid;pushratingstouserplans;timecreated;timemodified;usermodified,id,usermodified->user.id,,
context,课程与分类,core,one of these must be set,public/lib/db/install.xml,6,id;contextlevel;instanceid;path;depth;locked,id,,,"U:contextlevel, instanceid;I:instanceid;I:path"
context_temp,课程与分类,core,Used by build_context_path() in upgrade and cron to keep context depths and paths in sync.,public/lib/db/install.xml,4,id;path;depth;locked,id,,,
course,课程与分类,core,Central course table,public/lib/db/install.xml,38,id;category;sortorder;fullname;shortname;idnumber;summary;summaryformat;format;showgrades;newsitems;startdate;enddate;relativedatesmode;marker;maxbytes;legacyfiles;showreports;visible;visibleold;downloadcontent;groupmode;groupmodeforce;defaultgroupingid;lang;calendartype;theme;timecreated;timemodified;requested;enablecompletion;completionnotify;cacherev;originalcourseid;showactivitydates;showcompletionconditions;pdfexportfont;enableaitools,id,originalcourseid->course.id,,I:category;I:idnumber;I:shortname;I:sortorder
course_categories,课程与分类,core,Course categories,public/lib/db/install.xml,14,id;name;idnumber;description;descriptionformat;parent;sortorder;coursecount;visible;visibleold;timemodified;depth;path;theme,id,parent->course_categories.id,,
course_completion_aggr_methd,课程与分类,core,Course completion aggregation methods for criteria,public/lib/db/install.xml,5,id;course;criteriatype;method;value,id,,,"I:course;I:criteriatype;U:course, criteriatype"
course_completion_crit_compl,课程与分类,core,Course completion user records,public/lib/db/install.xml,7,id;userid;course;criteriaid;gradefinal;unenroled;timecompleted,id,,,"I:userid;I:course;I:criteriaid;I:timecompleted;U:userid, course, criteriaid"
course_completion_criteria,课程与分类,core,Course completion criteria,public/lib/db/install.xml,10,id;course;criteriatype;module;moduleinstance;courseinstance;enrolperiod;timeend;gradepass;role,id,,,I:course
course_completion_defaults,课程与分类,core,Default settings for activities completion,public/lib/db/install.xml,9,id;course;module;completion;completionview;completionusegrade;completionpassgrade;completionexpected;customrules,id,module->modules.id;course->course.id,,"U:course, module"
course_completions,课程与分类,core,Course completion records,public/lib/db/install.xml,7,id;userid;course;timeenrolled;timestarted;timecompleted;reaggregate,id,,,"I:userid;I:course;I:timecompleted;U:userid, course"
course_format_options,课程与分类,core,Stores format-specific options for the course or course section,public/lib/db/install.xml,6,id;courseid;format;sectionid;name;value,id,courseid->course.id,,"U:courseid, format, sectionid, name"
course_modules,课程与分类,core,course_modules table retrofitted from MySQL,public/lib/db/install.xml,26,id;course;module;instance;section;idnumber;added;score;indent;visible;visibleoncoursepage;visibleold;groupmode;groupingid;completion;completiongradeitemnumber;completionview;completionexpected;completionpassgrade;showdescription;availability;deletioninprogress;downloadcontent;lang;enableaitools;enabledaiactions,id,groupingid->groupings.id,,"I:visible;I:course;I:module;I:instance;I:idnumber, course"
course_modules_completion,课程与分类,core,"Stores the completion state (completed or not completed, etc) of each user on each activity.",public/lib/db/install.xml,6,id;coursemoduleid;userid;completionstate;overrideby;timemodified,id,,,"I:coursemoduleid;U:userid, coursemoduleid"
course_modules_viewed,课程与分类,core,Tracks the completion viewed (viewed with cmid/userid and otherwise no row) of each user on each activity.,public/lib/db/install.xml,4,id;coursemoduleid;userid;timecreated,id,,,"I:coursemoduleid;U:userid, coursemoduleid"
course_published,课程与分类,core,Information about how and when an local courses were published to hubs,public/lib/db/install.xml,8,id;huburl;courseid;timepublished;enrollable;hubcourseid;status;timechecked,id,courseid->course.id,,I:hubcourseid
course_request,课程与分类,core,course requests,public/lib/db/install.xml,9,id;fullname;shortname;summary;summaryformat;category;reason;requester;password,id,,,I:shortname
course_sections,课程与分类,core,to define the sections for each course,public/lib/db/install.xml,12,id;course;section;name;summary;summaryformat;sequence;visible;availability;component;itemid;timemodified,id,,,"U:course, section;I:component, itemid"
enrol_lti_context,课程与分类,enrol_lti,"Each row represents a context in the platform, where resource links are added within a deployment.",public/enrol/lti/db/install.xml,6,id;contextid;ltideploymentid;type;timecreated;timemodified,id,ltideploymentid->enrol_lti_deployment.id,,"U:ltideploymentid, contextid"
enrol_lti_lti2_context,课程与分类,enrol_lti,Information about a specific LTI contexts from the consumers,public/enrol/lti/db/install.xml,7,id;consumerid;lticontextkey;type;settings;created;updated,id,consumerid->enrol_lti_lti2_consumer.id,,
favourite,课程与分类,core,"Stores the relationship between an arbitrary item (itemtype, itemid), and a context area (component, contextid) for a specific user. Used by the favourites subsystem.",public/lib/db/install.xml,9,id;component;itemtype;itemid;contextid;userid;ordering;timecreated;timemodified,id,contextid->context.id;userid->user.id,,"U:component, itemtype, itemid, contextid, userid"
feedback_sitecourse_map,课程与分类,mod_feedback,feedback sitecourse map,public/mod/feedback/db/install.xml,3,id;feedbackid;courseid,id,feedbackid->feedback.id,,I:courseid
files,课程与分类,core,"description of files, content is stored in sha1 file pool",public/lib/db/install.xml,20,id;contenthash;pathnamehash;contextid;component;filearea;itemid;filepath;filename;userid;filesize;mimetype;status;source;author;license;timecreated;timemodified;sortorder;referencefileid,id,contextid->context.id;userid->user.id;referencefileid->files_reference.id,,"I:component, filearea, contextid, itemid;I:contenthash;U:pathnamehash;I:license;I:filename"
files_reference,课程与分类,core,Store files references,public/lib/db/install.xml,5,id;repositoryid;lastsync;reference;referencehash,id,repositoryid->repository_instances.id,,"U:referencehash, repositoryid"
grade_outcomes_courses,课程与分类,core,stores what outcomes are used in what courses.,public/lib/db/install.xml,3,id;courseid;outcomeid,id,courseid->course.id;outcomeid->grade_outcomes.id,"courseid, outcomeid",
infected_files,课程与分类,core,Table to store infected file details.,public/lib/db/install.xml,6,id;filename;quarantinedfile;userid;reason;timecreated,id,userid->user.id,,
lti_coursevisible,课程与分类,mod_lti,Table to store coursevisible setting for site tool on course level,public/mod/lti/db/install.xml,4,id;typeid;courseid;coursevisible,id,,,I:courseid;I:typeid
role_context_levels,课程与分类,core,Lists which roles can be assigned at which context levels. The assignment is allowed in the corresponding row is present in this table.,public/lib/db/install.xml,3,id;roleid;contextlevel,id,roleid->role.id,"contextlevel, roleid",
tag,课程与分类,core,"Tag table - this generic table will replace the old ""tags"" table.",public/lib/db/install.xml,10,id;userid;tagcollid;name;rawname;isstandard;description;descriptionformat;flag;timemodified,id,userid->user.id;tagcollid->tag_coll.id,,"U:tagcollid, name;I:tagcollid, isstandard"
tag_area,课程与分类,core,"Defines various tag areas, one area is identified by component and itemtype",public/lib/db/install.xml,9,id;component;itemtype;enabled;tagcollid;callback;callbackfile;showstandard;multiplecontexts,id,tagcollid->tag_coll.id,,"U:component, itemtype"
tag_coll,课程与分类,core,Defines different set of tags,public/lib/db/install.xml,7,id;name;isdefault;component;sortorder;searchable;customurl,id,,,
tag_correlation,课程与分类,core,"The rationale for the 'tag_correlation' table is performance.   It works as a cache for a potentially heavy load query done at the 'tag_instance' table.   So, the 'tag_correlation' table stores redundant information derived from the 'tag_instance' table",public/lib/db/install.xml,3,id;tagid;correlatedtags,id,tagid->tag.id,,
tag_instance,课程与分类,core,tag_instance table holds the information of associations between tags and other items,public/lib/db/install.xml,10,id;tagid;component;itemtype;itemid;contextid;tiuserid;ordering;timecreated;timemodified,id,tagid->tag.id;contextid->context.id,,"U:component, itemtype, itemid, contextid, tiuserid, tagid;I:itemtype, component, tagid, contextid"
tool_dataprivacy_contextlist,课程与分类,tool_dataprivacy,List of contexts for a component,public/admin/tool/dataprivacy/db/install.xml,4,id;component;timecreated;timemodified,id,,,
tool_recyclebin_course,课程与分类,tool_recyclebin,A list of items in the course recycle bin,public/admin/tool/recyclebin/db/install.xml,6,id;courseid;section;module;name;timecreated,id,courseid->course.id,,I:timecreated
cohort,选课与群组,core,Each record represents one cohort (aka site-wide group).,public/lib/db/install.xml,11,id;contextid;name;idnumber;description;descriptionformat;visible;component;timecreated;timemodified;theme,id,contextid->context.id,,
cohort_members,选课与群组,core,Link a user to a cohort.,public/lib/db/install.xml,4,id;cohortid;userid;timeadded,id,cohortid->cohort.id;userid->user.id,,"U:cohortid, userid"
competency_templatecohort,选课与群组,core,"Default comment for the table, please edit me",public/lib/db/install.xml,6,id;templateid;cohortid;timecreated;timemodified;usermodified,id,usermodified->user.id,,"I:templateid;U:templateid, cohortid"
enrol,选课与群组,core,"Instances of enrolment plugins used in courses, fields marked as custom have a plugin defined meaning, core does not touch them. Create a new linked table if you need even more custom fields.",public/lib/db/install.xml,35,id;enrol;status;courseid;sortorder;name;enrolperiod;enrolstartdate;enrolenddate;expirynotify;expirythreshold;notifyall;password;cost;currency;roleid;customint1;customint2;customint3;customint4;customint5;customint6;customint7;customint8;customchar1;customchar2;customchar3;customdec1;customdec2;customtext1;customtext2;customtext3;customtext4;timecreated;timemodified,id,courseid->course.id;roleid->role.id,,I:enrol
enrol_flatfile,选课与群组,enrol_flatfile,enrol_flatfile table retrofitted from MySQL,public/enrol/flatfile/db/install.xml,8,id;action;roleid;userid;courseid;timestart;timeend;timemodified,id,courseid->course.id;userid->user.id;roleid->role.id,,
enrol_lti_app_registration,选课与群组,enrol_lti,Details of each application that has been registered with the tool,public/enrol/lti/db/install.xml,13,id;name;platformid;clientid;uniqueid;platformclienthash;platformuniqueidhash;authenticationrequesturl;jwksurl;accesstokenurl;status;timecreated;timemodified,id,,uniqueid,U:platformclienthash;U:platformuniqueidhash
enrol_lti_deployment,选课与群组,enrol_lti,Each row represents a deployment of a tool within a platform.,public/enrol/lti/db/install.xml,7,id;name;deploymentid;platformid;legacyconsumerkey;timecreated;timemodified,id,platformid->enrol_lti_app_registration.id,,"U:platformid, deploymentid"
enrol_lti_lti2_consumer,选课与群组,enrol_lti,LTI consumers interacting with moodle,public/enrol/lti/db/install.xml,19,id;name;consumerkey256;consumerkey;secret;ltiversion;consumername;consumerversion;consumerguid;profile;toolproxy;settings;protected;enabled;enablefrom;enableuntil;lastaccess;created;updated,id,,,U:consumerkey256
enrol_lti_lti2_nonce,选课与群组,enrol_lti,Nonce used for authentication between moodle and a consumer,public/enrol/lti/db/install.xml,4,id;consumerid;value;expires,id,consumerid->enrol_lti_lti2_consumer.id,,
enrol_lti_lti2_resource_link,选课与群组,enrol_lti,Link from the consumer to the tool,public/enrol/lti/db/install.xml,9,id;contextid;consumerid;ltiresourcelinkkey;settings;primaryresourcelinkid;shareapproved;created;updated,id,contextid->enrol_lti_lti2_context.id;primaryresourcelinkid->enrol_lti_lti2_resource_link.id;consumerid->enrol_lti_lti2_consumer.id,,
enrol_lti_lti2_share_key,选课与群组,enrol_lti,Resource link share key,public/enrol/lti/db/install.xml,5,id;sharekey;resourcelinkid;autoapprove;expires,id,,sharekey,
enrol_lti_lti2_tool_proxy,选课与群组,enrol_lti,A tool proxy between moodle and a consumer,public/enrol/lti/db/install.xml,6,id;toolproxykey;consumerid;toolproxy;created;updated,id,consumerid->enrol_lti_lti2_consumer.id,toolproxykey,
enrol_lti_resource_link,选课与群组,enrol_lti,Each row represents a resource link for a platform and deployment,public/enrol/lti/db/install.xml,14,id;resourcelinkid;ltideploymentid;resourceid;lticontextid;lineitemsservice;lineitemservice;lineitemscope;resultscope;scorescope;contextmembershipsurl;nrpsserviceversions;timecreated;timemodified,id,ltideploymentid->enrol_lti_deployment.id;lticontextid->enrol_lti_context.id,,"U:resourcelinkid, ltideploymentid"
enrol_lti_tool_consumer_map,选课与群组,enrol_lti,Table that maps the published tool to tool consumers.,public/enrol/lti/db/install.xml,3,id;toolid;consumerid,id,toolid->enrol_lti_tools.id;consumerid->enrol_lti_lti2_consumer.id,,
enrol_lti_tools,选课与群组,enrol_lti,List of tools provided to the remote system,public/enrol/lti/db/install.xml,23,id;enrolid;contextid;ltiversion;institution;lang;timezone;maxenrolled;maildisplay;city;country;gradesync;gradesynccompletion;membersync;membersyncmode;roleinstructor;rolelearner;secret;uuid;provisioningmodelearner;provisioningmodeinstructor;timecreated;timemodified,id,enrolid->enrol.id;contextid->context.id,uuid,
enrol_paypal,选课与群组,enrol_paypal,Holds all known information about PayPal transactions,public/enrol/paypal/db/install.xml,21,id;business;receiver_email;receiver_id;item_name;courseid;userid;instanceid;memo;tax;option_name1;option_selection1_x;option_name2;option_selection2_x;payment_status;pending_reason;reason_code;txn_id;parent_txn_id;payment_type;timeupdated,id,courseid->course.id;userid->user.id;instanceid->enrol.id,,I:business;I:receiver_email
groupings,选课与群组,core,A grouping is a collection of groups. WAS: groups_groupings,public/lib/db/install.xml,9,id;courseid;name;idnumber;description;descriptionformat;configdata;timecreated;timemodified,id,courseid->course.id,,I:idnumber
groupings_groups,选课与群组,core,"Link a grouping to a group (note, groups can be in multiple groupings ONLY in a course). WAS: groups_groupings_groups",public/lib/db/install.xml,4,id;groupingid;groupid;timeadded,id,groupingid->groupings.id;groupid->groups.id,,
groups,选课与群组,core,Each record represents a group.,public/lib/db/install.xml,12,id;courseid;idnumber;name;description;descriptionformat;enrolmentkey;picture;visibility;participation;timecreated;timemodified,id,courseid->course.id,,I:idnumber
groups_members,选课与群组,core,Link a user to a group.,public/lib/db/install.xml,6,id;groupid;userid;timeadded;component;itemid,id,groupid->groups.id;userid->user.id,"userid, groupid",
role_assignments,选课与群组,core,assigning roles in different context,public/lib/db/install.xml,9,id;roleid;contextid;userid;timemodified;modifierid;component;itemid;sortorder,id,roleid->role.id;contextid->context.id;userid->user.id,,"I:sortorder;I:roleid, contextid;I:userid, contextid, roleid;I:component, itemid, userid"
tool_cohortroles,选课与群组,tool_cohortroles,Mapping of users to cohort role assignments.,public/admin/tool/cohortroles/db/install.xml,7,id;cohortid;roleid;userid;timecreated;timemodified;usermodified,id,,,"U:cohortid, roleid, userid"
ai_policy_register,隐私与合规,core,Register of users who have accepted this sites AI usage policy,public/lib/db/install.xml,4,id;userid;contextid;timeaccepted,id,,,
tool_policy,隐私与合规,tool_policy,Contains the list of policy documents defined on the site.,public/admin/tool/policy/db/install.xml,3,id;sortorder;currentversionid,id,currentversionid->tool_policy_versions.id,,
tool_policy_acceptances,隐私与合规,tool_policy,Tracks users accepting the policy versions,public/admin/tool/policy/db/install.xml,9,id;policyversionid;userid;status;lang;usermodified;timecreated;timemodified;note,id,policyversionid->tool_policy_versions.id;userid->user.id;usermodified->user.id,"policyversionid, userid",
tool_policy_versions,隐私与合规,tool_policy,Holds versions of the policy documents,public/admin/tool/policy/db/install.xml,16,id;name;type;audience;archived;usermodified;timecreated;timemodified;policyid;agreementstyle;optional;revision;summary;summaryformat;content;contentformat,id,usermodified->user.id;policyid->tool_policy.id,,
qtype_match_subquestions,题库与测验,qtype_match,The subquestions that make up a matching question,public/question/type/match/db/install.xml,5,id;questionid;questiontext;questiontextformat;answertext,id,questionid->question.id,,
question,题库与测验,core,This table stores the definition of one version of a question.,public/lib/db/install.xml,16,id;parent;name;questiontext;questiontextformat;generalfeedback;generalfeedbackformat;defaultmark;penalty;qtype;length;stamp;timecreated;timemodified;createdby;modifiedby,id,parent->question.id;createdby->user.id;modifiedby->user.id,,I:qtype
question_answers,题库与测验,core,"Answers, with a fractional grade (0-1) and feedback",public/lib/db/install.xml,7,id;question;answer;answerformat;fraction;feedback;feedbackformat,id,question->question.id,,
